beta,omega,steady_time
0.30612244897959184,3.8979591836734695,26.57
0.30612244897959184,3.989795918367347,31.240000000000002
0.30612244897959184,4.081632653061225,31.14
0.30612244897959184,4.173469387755102,26.57
0.30612244897959184,4.26530612244898,26.53
0.30612244897959184,4.357142857142858,26.560000000000002
0.30612244897959184,4.448979591836735,26.43
0.30612244897959184,4.540816326530613,26.39
0.30612244897959184,4.63265306122449,26.400000000000002
0.30612244897959184,4.724489795918368,26.42
0.30612244897959184,4.816326530612245,26.490000000000002
0.30612244897959184,4.908163265306123,26.560000000000002
0.30612244897959184,5.0,26.62
0.336734693877551,0.5,149.99
0.336734693877551,0.5918367346938775,149.99
0.336734693877551,0.6836734693877551,128.42000000000002
0.336734693877551,0.7755102040816326,149.99
0.336734693877551,0.8673469387755102,149.99
0.336734693877551,0.9591836734693877,99.25
0.336734693877551,1.0510204081632653,44.67
0.336734693877551,1.1428571428571428,58.870000000000005
0.336734693877551,1.2346938775510203,51.17
0.336734693877551,1.3265306122448979,54.68
0.336734693877551,1.4183673469387754,49.49
0.336734693877551,1.5102040816326532,55.42
0.336734693877551,1.6020408163265307,53.370000000000005
0.336734693877551,1.6938775510204083,56.74
0.336734693877551,1.7857142857142858,149.99
0.336734693877551,1.8775510204081634,149.99
0.336734693877551,1.969387755102041,84.7
0.336734693877551,2.0612244897959187,149.99
0.336734693877551,2.1530612244897958,73.53
0.336734693877551,2.2448979591836737,149.99
0.336734693877551,2.336734693877551,96.87
0.336734693877551,2.428571428571429,149.99
0.336734693877551,2.5204081632653064,149.99
0.336734693877551,2.612244897959184,149.99
0.336734693877551,2.7040816326530615,104.01
0.336734693877551,2.795918367346939,149.99
0.336734693877551,2.8877551020408165,21.52
0.336734693877551,2.979591836734694,149.99
0.336734693877551,3.0714285714285716,149.99
0.336734693877551,3.163265306122449,29.09
0.336734693877551,3.2551020408163267,29.85
0.336734693877551,3.3469387755102042,41.62
0.336734693877551,3.438775510204082,33.75
0.336734693877551,3.5306122448979593,30.82
0.336734693877551,3.622448979591837,28.37
0.336734693877551,3.7142857142857144,25.98
0.336734693877551,3.806122448979592,23.98
0.336734693877551,3.8979591836734695,26.28
0.336734693877551,3.989795918367347,29.17
0.336734693877551,4.081632653061225,31.11
0.336734693877551,4.173469387755102,26.52
0.336734693877551,4.26530612244898,24.47
0.336734693877551,4.357142857142858,26.51
0.336734693877551,4.448979591836735,26.37
0.336734693877551,4.540816326530613,24.32
0.336734693877551,4.63265306122449,24.32
0.336734693877551,4.724489795918368,24.35
0.336734693877551,4.816326530612245,24.34
0.336734693877551,4.908163265306123,24.46
0.336734693877551,5.0,24.51
0.36734693877551017,0.5,61.56
0.36734693877551017,0.5918367346938775,149.99
0.36734693877551017,0.6836734693877551,149.99
0.36734693877551017,0.7755102040816326,149.99
0.36734693877551017,0.8673469387755102,98.11
0.36734693877551017,0.9591836734693877,60.27
0.36734693877551017,1.0510204081632653,55.96
0.36734693877551017,1.1428571428571428,57.04
0.36734693877551017,1.2346938775510203,51.83
0.36734693877551017,1.3265306122448979,49.94
0.36734693877551017,1.4183673469387754,67.21000000000001
0.36734693877551017,1.5102040816326532,49.11
0.36734693877551017,1.6020408163265307,50.52
0.36734693877551017,1.6938775510204083,40.93
0.36734693877551017,1.7857142857142858,149.99
0.36734693877551017,1.8775510204081634,149.99
0.36734693877551017,1.969387755102041,149.99
0.36734693877551017,2.0612244897959187,149.99
0.36734693877551017,2.1530612244897958,149.99
0.36734693877551017,2.2448979591836737,28.38
0.36734693877551017,2.336734693877551,140.89000000000001
0.36734693877551017,2.428571428571429,149.99
0.36734693877551017,2.5204081632653064,149.99
0.36734693877551017,2.612244897959184,149.99
0.36734693877551017,2.7040816326530615,149.99
0.36734693877551017,2.795918367346939,149.99
0.36734693877551017,2.8877551020408165,149.99
0.36734693877551017,2.979591836734694,18.490000000000002
0.36734693877551017,3.0714285714285716,149.99
0.36734693877551017,3.163265306122449,28.89
0.36734693877551017,3.2551020408163267,35.82
0.36734693877551017,3.3469387755102042,34.83
0.36734693877551017,3.438775510204082,37.0
0.36734693877551017,3.5306122448979593,30.94
0.36734693877551017,3.622448979591837,28.42
0.36734693877551017,3.7142857142857144,25.96
0.36734693877551017,3.806122448979592,23.89
0.36734693877551017,3.8979591836734695,22.03
0.36734693877551017,3.989795918367347,28.97
0.36734693877551017,4.081632653061225,29.02
0.36734693877551017,4.173469387755102,26.48
0.36734693877551017,4.26530612244898,24.400000000000002
0.36734693877551017,4.357142857142858,26.46
0.36734693877551017,4.448979591836735,26.32
0.36734693877551017,4.540816326530613,24.25
0.36734693877551017,4.63265306122449,24.22
0.36734693877551017,4.724489795918368,24.25
0.36734693877551017,4.816326530612245,24.240000000000002
0.36734693877551017,4.908163265306123,24.35
0.36734693877551017,5.0,24.42
0.3979591836734694,0.5,57.550000000000004
