delta,omega,steady_time
0.030612244897959183,1.4183673469387754,149.99
0.030612244897959183,1.5102040816326532,149.99
0.030612244897959183,1.6020408163265307,149.99
0.030612244897959183,1.6938775510204083,149.99
0.030612244897959183,1.7857142857142858,149.99
0.030612244897959183,1.8775510204081634,149.99
0.030612244897959183,1.969387755102041,149.99
0.030612244897959183,2.0612244897959187,149.99
0.030612244897959183,2.1530612244897958,149.99
0.030612244897959183,2.2448979591836737,149.99
0.030612244897959183,2.336734693877551,149.99
0.030612244897959183,2.428571428571429,149.99
0.030612244897959183,2.5204081632653064,149.99
0.030612244897959183,2.612244897959184,149.99
0.030612244897959183,2.7040816326530615,149.99
0.030612244897959183,2.795918367346939,149.99
0.030612244897959183,2.8877551020408165,149.99
0.030612244897959183,2.979591836734694,149.99
0.030612244897959183,3.0714285714285716,149.99
0.030612244897959183,3.163265306122449,149.99
0.030612244897959183,3.2551020408163267,149.99
0.030612244897959183,3.3469387755102042,149.99
0.030612244897959183,3.438775510204082,149.99
0.030612244897959183,3.5306122448979593,149.99
0.030612244897959183,3.622448979591837,105.06
0.030612244897959183,3.7142857142857144,149.99
0.030612244897959183,3.806122448979592,86.83
0.030612244897959183,3.8979591836734695,130.55
0.030612244897959183,3.989795918367347,149.99
0.030612244897959183,4.081632653061225,149.99
0.030612244897959183,4.173469387755102,148.56
0.030612244897959183,4.26530612244898,149.99
0.030612244897959183,4.357142857142858,25.43
0.030612244897959183,4.448979591836735,89.82000000000001
0.030612244897959183,4.540816326530613,97.54
0.030612244897959183,4.63265306122449,124.78
0.030612244897959183,4.724489795918368,112.47
0.030612244897959183,4.816326530612245,9.05
0.030612244897959183,4.908163265306123,9.28
0.030612244897959183,5.0,8.71
0.04081632653061224,0.5,149.99
0.04081632653061224,0.5918367346938775,112.49000000000001
0.04081632653061224,0.6836734693877551,149.99
0.04081632653061224,0.7755102040816326,149.99
0.04081632653061224,0.8673469387755102,137.91
0.04081632653061224,0.9591836734693877,149.99
0.04081632653061224,1.0510204081632653,149.99
0.04081632653061224,1.1428571428571428,149.99
0.04081632653061224,1.2346938775510203,149.99
0.04081632653061224,1.3265306122448979,147.48
0.04081632653061224,1.4183673469387754,149.99
0.04081632653061224,1.5102040816326532,149.99
0.04081632653061224,1.6020408163265307,149.99
0.04081632653061224,1.6938775510204083,149.99
0.04081632653061224,1.7857142857142858,149.99
0.04081632653061224,1.8775510204081634,149.99
0.04081632653061224,1.969387755102041,149.99
0.04081632653061224,2.0612244897959187,149.99
0.04081632653061224,2.1530612244897958,149.99
0.04081632653061224,2.2448979591836737,149.99
0.04081632653061224,2.336734693877551,149.99
0.04081632653061224,2.428571428571429,149.99
0.04081632653061224,2.5204081632653064,149.99
0.04081632653061224,2.612244897959184,117.56
0.04081632653061224,2.7040816326530615,149.99
0.04081632653061224,2.795918367346939,149.99
0.04081632653061224,2.8877551020408165,149.99
0.04081632653061224,2.979591836734694,149.99
0.04081632653061224,3.0714285714285716,149.99
0.04081632653061224,3.163265306122449,31.080000000000002
0.04081632653061224,3.2551020408163267,149.99
0.04081632653061224,3.3469387755102042,68.69
0.04081632653061224,3.438775510204082,149.99
0.04081632653061224,3.5306122448979593,149.99
0.04081632653061224,3.622448979591837,149.99
0.04081632653061224,3.7142857142857144,149.99
0.04081632653061224,3.806122448979592,149.99
0.04081632653061224,3.8979591836734695,149.99
0.04081632653061224,3.989795918367347,113.73
0.04081632653061224,4.081632653061225,149.99
0.04081632653061224,4.173469387755102,149.99
0.04081632653061224,4.26530612244898,87.97
0.04081632653061224,4.357142857142858,78.52
0.04081632653061224,4.448979591836735,73.02
0.04081632653061224,4.540816326530613,74.03
0.04081632653061224,4.63265306122449,90.27
0.04081632653061224,4.724489795918368,134.99
0.04081632653061224,4.816326530612245,76.25
0.04081632653061224,4.908163265306123,86.37
0.04081632653061224,5.0,80.52
0.0510204081632653,0.5,149.99
0.0510204081632653,0.5918367346938775,89.5
0.0510204081632653,0.6836734693877551,149.99
0.0510204081632653,0.7755102040816326,149.99
0.0510204081632653,0.8673469387755102,148.96
0.0510204081632653,0.9591836734693877,149.99
0.0510204081632653,1.0510204081632653,92.94
0.0510204081632653,1.1428571428571428,149.99
0.0510204081632653,1.2346938775510203,149.99
0.0510204081632653,1.3265306122448979,128.05
0.0510204081632653,1.4183673469387754,149.99
0.0510204081632653,1.5102040816326532,149.99
0.0510204081632653,1.6020408163265307,149.99
0.0510204081632653,1.6938775510204083,149.99
0.0510204081632653,1.7857142857142858,149.99
0.0510204081632653,1.8775510204081634,140.95000000000002
0.0510204081632653,1.969387755102041,149.99
0.0510204081632653,2.0612244897959187,149.58
0.0510204081632653,2.1530612244897958,146.59
0.0510204081632653,2.2448979591836737,149.99
0.0510204081632653,2.336734693877551,149.99
0.0510204081632653,2.428571428571429,149.99
0.0510204081632653,2.5204081632653064,149.99
0.0510204081632653,2.612244897959184,149.99
0.0510204081632653,2.7040816326530615,149.99
0.0510204081632653,2.795918367346939,149.99
0.0510204081632653,2.8877551020408165,149.99
0.0510204081632653,2.979591836734694,43.57
0.0510204081632653,3.0714285714285716,55.86
0.0510204081632653,3.163265306122449,149.99
0.0510204081632653,3.2551020408163267,149.99
0.0510204081632653,3.3469387755102042,40.51
0.0510204081632653,3.438775510204082,9.620000000000001
0.0510204081632653,3.5306122448979593,149.99
0.0510204081632653,3.622448979591837,149.99
0.0510204081632653,3.7142857142857144,149.99
0.0510204081632653,3.806122448979592,149.99
0.0510204081632653,3.8979591836734695,149.99
0.0510204081632653,3.989795918367347,149.99
0.0510204081632653,4.081632653061225,47.18
0.0510204081632653,4.173469387755102,83.67
0.0510204081632653,4.26530612244898,52.54
0.0510204081632653,4.357142857142858,64.09
0.0510204081632653,4.448979591836735,58.980000000000004
0.0510204081632653,4.540816326530613,59.75
0.0510204081632653,4.63265306122449,75.95
0.0510204081632653,4.724489795918368,65.98
0.0510204081632653,4.816326530612245,87.99
0.0510204081632653,4.908163265306123,66.86
0.0510204081632653,5.0,66.43
0.061224489795918366,0.5,149.99
0.061224489795918366,0.5918367346938775,77.48
0.061224489795918366,0.6836734693877551,106.19
0.061224489795918366,0.7755102040816326,149.99
0.061224489795918366,0.8673469387755102,94.97
0.061224489795918366,0.9591836734693877,149.99
0.061224489795918366,1.0510204081632653,149.99
0.061224489795918366,1.1428571428571428,149.99
0.061224489795918366,1.2346938775510203,149.99
0.061224489795918366,1.3265306122448979,104.45
0.061224489795918366,1.4183673469387754,149.99
0.061224489795918366,1.5102040816326532,149.99
0.061224489795918366,1.6020408163265307,142.19
0.061224489795918366,1.6938775510204083,149.99
0.061224489795918366,1.7857142857142858,118.88
0.061224489795918366,1.8775510204081634,115.63
0.061224489795918366,1.969387755102041,126.53
0.061224489795918366,2.0612244897959187,123.94
0.061224489795918366,2.1530612244897958,120.22
0.061224489795918366,2.2448979591836737,137.47
0.061224489795918366,2.336734693877551,148.35
0.061224489795918366,2.428571428571429,63.910000000000004
0.061224489795918366,2.5204081632653064,149.99
0.061224489795918366,2.612244897959184,149.99
0.061224489795918366,2.7040816326530615,149.99
0.061224489795918366,2.795918367346939,149.99
0.061224489795918366,2.8877551020408165,149.99
0.061224489795918366,2.979591836734694,149.99
0.061224489795918366,3.0714285714285716,23.55
0.061224489795918366,3.163265306122449,33.230000000000004
0.061224489795918366,3.2551020408163267,149.99
0.061224489795918366,3.3469387755102042,149.99
0.061224489795918366,3.438775510204082,59.64
0.061224489795918366,3.5306122448979593,149.99
0.061224489795918366,3.622448979591837,149.98
0.061224489795918366,3.7142857142857144,149.99
0.061224489795918366,3.806122448979592,136.35
0.061224489795918366,3.8979591836734695,64.53
0.061224489795918366,3.989795918367347,149.99
0.061224489795918366,4.081632653061225,15.1
0.061224489795918366,4.173469387755102,56.94
0.061224489795918366,4.26530612244898,58.410000000000004
0.061224489795918366,4.357142857142858,54.32
0.061224489795918366,4.448979591836735,49.64
0.061224489795918366,4.540816326530613,50.36
0.061224489795918366,4.63265306122449,66.4
0.061224489795918366,4.724489795918368,55.52
0.061224489795918366,4.816326530612245,66.95
0.061224489795918366,4.908163265306123,61.52
0.061224489795918366,5.0,61.050000000000004
0.07142857142857142,0.5,149.99
0.07142857142857142,0.5918367346938775,65.81
0.07142857142857142,0.6836734693877551,119.8
0.07142857142857142,0.7755102040816326,149.99
0.07142857142857142,0.8673469387755102,88.43
0.07142857142857142,0.9591836734693877,148.1
0.07142857142857142,1.0510204081632653,62.45
0.07142857142857142,1.1428571428571428,149.99
0.07142857142857142,1.2346938775510203,149.99
0.07142857142857142,1.3265306122448979,123.42
0.07142857142857142,1.4183673469387754,149.99
0.07142857142857142,1.5102040816326532,149.99
0.07142857142857142,1.6020408163265307,110.5
0.07142857142857142,1.6938775510204083,103.67
0.07142857142857142,1.7857142857142858,99.4
0.07142857142857142,1.8775510204081634,100.07000000000001
0.07142857142857142,1.969387755102041,107.89
0.07142857142857142,2.0612244897959187,6.09
0.07142857142857142,2.1530612244897958,110.12
0.07142857142857142,2.2448979591836737,149.99
0.07142857142857142,2.336734693877551,118.01
0.07142857142857142,2.428571428571429,149.99
0.07142857142857142,2.5204081632653064,149.99
0.07142857142857142,2.612244897959184,149.99
0.07142857142857142,2.7040816326530615,149.99
0.07142857142857142,2.795918367346939,149.99
0.07142857142857142,2.8877551020408165,13.870000000000001
0.07142857142857142,2.979591836734694,149.99
0.07142857142857142,3.0714285714285716,149.99
0.07142857142857142,3.163265306122449,21.34
0.07142857142857142,3.2551020408163267,149.99
0.07142857142857142,3.3469387755102042,149.99
0.07142857142857142,3.438775510204082,149.99
0.07142857142857142,3.5306122448979593,14.47
0.07142857142857142,3.622448979591837,103.29
0.07142857142857142,3.7142857142857144,112.7
0.07142857142857142,3.806122448979592,39.84
0.07142857142857142,3.8979591836734695,149.99
0.07142857142857142,3.989795918367347,45.03
0.07142857142857142,4.081632653061225,62.67
0.07142857142857142,4.173469387755102,40.230000000000004
0.07142857142857142,4.26530612244898,44.89
0.07142857142857142,4.357142857142858,42.71
0.07142857142857142,4.448979591836735,44.82
0.07142857142857142,4.540816326530613,45.47
0.07142857142857142,4.63265306122449,56.63
0.07142857142857142,4.724489795918368,48.58
0.07142857142857142,4.816326530612245,46.28
0.07142857142857142,4.908163265306123,46.31
0.07142857142857142,5.0,45.910000000000004
0.08163265306122448,0.5,149.99
0.08163265306122448,0.5918367346938775,64.51
0.08163265306122448,0.6836734693877551,149.99
0.08163265306122448,0.7755102040816326,149.99
0.08163265306122448,0.8673469387755102,127.18
0.08163265306122448,0.9591836734693877,149.99
0.08163265306122448,1.0510204081632653,37.95
0.08163265306122448,1.1428571428571428,149.99
0.08163265306122448,1.2346938775510203,149.99
0.08163265306122448,1.3265306122448979,149.99
0.08163265306122448,1.4183673469387754,149.99
0.08163265306122448,1.5102040816326532,123.94
0.08163265306122448,1.6020408163265307,100.5
0.08163265306122448,1.6938775510204083,85.78
0.08163265306122448,1.7857142857142858,89.93
0.08163265306122448,1.8775510204081634,90.18
0.08163265306122448,1.969387755102041,96.81
0.08163265306122448,2.0612244897959187,6.09
0.08163265306122448,2.1530612244897958,104.35000000000001
0.08163265306122448,2.2448979591836737,127.96000000000001
0.08163265306122448,2.336734693877551,149.99
0.08163265306122448,2.428571428571429,94.54
0.08163265306122448,2.5204081632653064,149.99
0.08163265306122448,2.612244897959184,149.99
0.08163265306122448,2.7040816326530615,91.8
0.08163265306122448,2.795918367346939,149.99
0.08163265306122448,2.8877551020408165,44.13
0.08163265306122448,2.979591836734694,57.44
0.08163265306122448,3.0714285714285716,11.69
0.08163265306122448,3.163265306122449,22.44
0.08163265306122448,3.2551020408163267,39.38
0.08163265306122448,3.3469387755102042,149.99
0.08163265306122448,3.438775510204082,71.41
0.08163265306122448,3.5306122448979593,48.35
0.08163265306122448,3.622448979591837,29.95
0.08163265306122448,3.7142857142857144,82.34
0.08163265306122448,3.806122448979592,51.32
0.08163265306122448,3.8979591836734695,32.3
0.08163265306122448,3.989795918367347,149.99
0.08163265306122448,4.081632653061225,65.79
0.08163265306122448,4.173469387755102,48.99
0.08163265306122448,4.26530612244898,35.53
0.08163265306122448,4.357142857142858,40.13
0.08163265306122448,4.448979591836735,40.21
0.08163265306122448,4.540816326530613,40.81
0.08163265306122448,4.63265306122449,51.14
0.08163265306122448,4.724489795918368,46.04
0.08163265306122448,4.816326530612245,41.25
0.08163265306122448,4.908163265306123,40.99
0.08163265306122448,5.0,40.72
0.09183673469387754,0.5,149.99
0.09183673469387754,0.5918367346938775,61.57
0.09183673469387754,0.6836734693877551,149.99
0.09183673469387754,0.7755102040816326,149.99
0.09183673469387754,0.8673469387755102,65.81
0.09183673469387754,0.9591836734693877,149.99
0.09183673469387754,1.0510204081632653,55.93
0.09183673469387754,1.1428571428571428,149.99
0.09183673469387754,1.2346938775510203,149.99
0.09183673469387754,1.3265306122448979,149.99
0.09183673469387754,1.4183673469387754,112.59
0.09183673469387754,1.5102040816326532,129.69
0.09183673469387754,1.6020408163265307,91.52
0.09183673469387754,1.6938775510204083,85.94
0.09183673469387754,1.7857142857142858,81.26
0.09183673469387754,1.8775510204081634,80.81
0.09183673469387754,1.969387755102041,96.19
0.09183673469387754,2.0612244897959187,6.09
0.09183673469387754,2.1530612244897958,112.91
0.09183673469387754,2.2448979591836737,112.61
0.09183673469387754,2.336734693877551,149.99
0.09183673469387754,2.428571428571429,149.99
0.09183673469387754,2.5204081632653064,149.99
0.09183673469387754,2.612244897959184,149.99
0.09183673469387754,2.7040816326530615,149.99
0.09183673469387754,2.795918367346939,149.99
0.09183673469387754,2.8877551020408165,149.99
0.09183673469387754,2.979591836734694,149.99
0.09183673469387754,3.0714285714285716,11.290000000000001
0.09183673469387754,3.163265306122449,20.68
0.09183673469387754,3.2551020408163267,28.23
0.09183673469387754,3.3469387755102042,149.99
0.09183673469387754,3.438775510204082,149.99
0.09183673469387754,3.5306122448979593,53.410000000000004
0.09183673469387754,3.622448979591837,44.45
0.09183673469387754,3.7142857142857144,56.39
0.09183673469387754,3.806122448979592,47.33
0.09183673469387754,3.8979591836734695,149.99
0.09183673469387754,3.989795918367347,68.58
0.09183673469387754,4.081632653061225,79.68
0.09183673469387754,4.173469387755102,53.36
0.09183673469387754,4.26530612244898,33.13
0.09183673469387754,4.357142857142858,39.83
0.09183673469387754,4.448979591836735,33.39
0.09183673469387754,4.540816326530613,36.14
0.09183673469387754,4.63265306122449,41.62
0.09183673469387754,4.724489795918368,41.38
0.09183673469387754,4.816326530612245,38.78
0.09183673469387754,4.908163265306123,36.26
0.09183673469387754,5.0,35.93
0.1020408163265306,0.5,149.99
0.1020408163265306,0.5918367346938775,58.0
0.1020408163265306,0.6836734693877551,149.99
0.1020408163265306,0.7755102040816326,149.99
0.1020408163265306,0.8673469387755102,61.15
0.1020408163265306,0.9591836734693877,149.99
0.1020408163265306,1.0510204081632653,149.99
0.1020408163265306,1.1428571428571428,149.99
0.1020408163265306,1.2346938775510203,149.99
0.1020408163265306,1.3265306122448979,149.99
0.1020408163265306,1.4183673469387754,87.71000000000001
0.1020408163265306,1.5102040816326532,105.13
0.1020408163265306,1.6020408163265307,86.21000000000001
0.1020408163265306,1.6938775510204083,82.17
0.1020408163265306,1.7857142857142858,86.84
0.1020408163265306,1.8775510204081634,75.94
0.1020408163265306,1.969387755102041,82.62
0.1020408163265306,2.0612244897959187,80.39
0.1020408163265306,2.1530612244897958,94.28
0.1020408163265306,2.2448979591836737,99.73
0.1020408163265306,2.336734693877551,107.4
0.1020408163265306,2.428571428571429,149.99
0.1020408163265306,2.5204081632653064,149.99
0.1020408163265306,2.612244897959184,149.99
0.1020408163265306,2.7040816326530615,57.480000000000004
0.1020408163265306,2.795918367346939,149.99
0.1020408163265306,2.8877551020408165,149.99
0.1020408163265306,2.979591836734694,149.99
0.1020408163265306,3.0714285714285716,11.06
0.1020408163265306,3.163265306122449,19.0
0.1020408163265306,3.2551020408163267,29.490000000000002
0.1020408163265306,3.3469387755102042,149.99
0.1020408163265306,3.438775510204082,114.12
0.1020408163265306,3.5306122448979593,95.43
0.1020408163265306,3.622448979591837,94.06
0.1020408163265306,3.7142857142857144,34.0
0.1020408163265306,3.806122448979592,149.99
0.1020408163265306,3.8979591836734695,28.3
0.1020408163265306,3.989795918367347,90.67
0.1020408163265306,4.081632653061225,28.650000000000002
0.1020408163265306,4.173469387755102,44.32
0.1020408163265306,4.26530612244898,32.980000000000004
0.1020408163265306,4.357142857142858,35.33
0.1020408163265306,4.448979591836735,31.01
0.1020408163265306,4.540816326530613,35.85
0.1020408163265306,4.63265306122449,38.87
0.1020408163265306,4.724489795918368,40.980000000000004
0.1020408163265306,4.816326530612245,36.27
0.1020408163265306,4.908163265306123,35.94
0.1020408163265306,5.0,33.51
0.11224489795918366,0.5,149.99
0.11224489795918366,0.5918367346938775,50.46
0.11224489795918366,0.6836734693877551,149.99
0.11224489795918366,0.7755102040816326,149.99
0.11224489795918366,0.8673469387755102,44.35
0.11224489795918366,0.9591836734693877,149.99
0.11224489795918366,1.0510204081632653,149.99
0.11224489795918366,1.1428571428571428,149.99
0.11224489795918366,1.2346938775510203,79.53
0.11224489795918366,1.3265306122448979,77.15
0.11224489795918366,1.4183673469387754,87.65
0.11224489795918366,1.5102040816326532,149.99
0.11224489795918366,1.6020408163265307,82.8
0.11224489795918366,1.6938775510204083,78.62
0.11224489795918366,1.7857142857142858,78.11
0.11224489795918366,1.8775510204081634,66.62
0.11224489795918366,1.969387755102041,85.77
0.11224489795918366,2.0612244897959187,79.04
0.11224489795918366,2.1530612244897958,77.75
0.11224489795918366,2.2448979591836737,87.17
0.11224489795918366,2.336734693877551,117.28
0.11224489795918366,2.428571428571429,149.99
0.11224489795918366,2.5204081632653064,149.99
0.11224489795918366,2.612244897959184,149.99
0.11224489795918366,2.7040816326530615,149.99
0.11224489795918366,2.795918367346939,149.99
0.11224489795918366,2.8877551020408165,149.99
0.11224489795918366,2.979591836734694,149.99
0.11224489795918366,3.0714285714285716,10.040000000000001
0.11224489795918366,3.163265306122449,33.3
0.11224489795918366,3.2551020408163267,28.52
0.11224489795918366,3.3469387755102042,149.99
0.11224489795918366,3.438775510204082,67.82000000000001
0.11224489795918366,3.5306122448979593,41.6
0.11224489795918366,3.622448979591837,48.71
0.11224489795918366,3.7142857142857144,38.26
0.11224489795918366,3.806122448979592,149.99
0.11224489795918366,3.8979591836734695,149.99
0.11224489795918366,3.989795918367347,26.68
0.11224489795918366,4.081632653061225,23.72
0.11224489795918366,4.173469387755102,35.27
0.11224489795918366,4.26530612244898,30.55
0.11224489795918366,4.357142857142858,30.82
0.11224489795918366,4.448979591836735,30.84
0.11224489795918366,4.540816326530613,31.35
0.11224489795918366,4.63265306122449,36.22
0.11224489795918366,4.724489795918368,34.17
0.11224489795918366,4.816326530612245,35.97
0.11224489795918366,4.908163265306123,31.34
0.11224489795918366,5.0,31.02
0.12244897959183673,0.5,149.99
0.12244897959183673,0.5918367346938775,49.71
0.12244897959183673,0.6836734693877551,149.99
0.12244897959183673,0.7755102040816326,149.99
0.12244897959183673,0.8673469387755102,40.64
0.12244897959183673,0.9591836734693877,149.99
0.12244897959183673,1.0510204081632653,46.35
0.12244897959183673,1.1428571428571428,149.99
0.12244897959183673,1.2346938775510203,149.99
0.12244897959183673,1.3265306122448979,64.69
0.12244897959183673,1.4183673469387754,149.99
0.12244897959183673,1.5102040816326532,95.47
0.12244897959183673,1.6020408163265307,77.89
0.12244897959183673,1.6938775510204083,73.59
0.12244897959183673,1.7857142857142858,78.54
0.12244897959183673,1.8775510204081634,61.5
0.12244897959183673,1.969387755102041,73.14
0.12244897959183673,2.0612244897959187,76.45
0.12244897959183673,2.1530612244897958,133.42000000000002
0.12244897959183673,2.2448979591836737,98.53
0.12244897959183673,2.336734693877551,78.13
0.12244897959183673,2.428571428571429,149.99
0.12244897959183673,2.5204081632653064,149.99
0.12244897959183673,2.612244897959184,149.99
0.12244897959183673,2.7040816326530615,28.44
0.12244897959183673,2.795918367346939,149.99
0.12244897959183673,2.8877551020408165,133.21
0.12244897959183673,2.979591836734694,11.83
0.12244897959183673,3.0714285714285716,9.61
0.12244897959183673,3.163265306122449,28.7
0.12244897959183673,3.2551020408163267,26.44
0.12244897959183673,3.3469387755102042,35.94
0.12244897959183673,3.438775510204082,67.44
0.12244897959183673,3.5306122448979593,26.96
0.12244897959183673,3.622448979591837,31.17
0.12244897959183673,3.7142857142857144,41.24
0.12244897959183673,3.806122448979592,69.4
0.12244897959183673,3.8979591836734695,68.55
0.12244897959183673,3.989795918367347,21.51
0.12244897959183673,4.081632653061225,21.14
0.12244897959183673,4.173469387755102,30.650000000000002
0.12244897959183673,4.26530612244898,30.42
0.12244897959183673,4.357142857142858,26.34
0.12244897959183673,4.448979591836735,30.68
0.12244897959183673,4.540816326530613,31.16
0.12244897959183673,4.63265306122449,31.61
0.12244897959183673,4.724489795918368,31.6
0.12244897959183673,4.816326530612245,31.36
0.12244897959183673,4.908163265306123,31.080000000000002
0.12244897959183673,5.0,28.71
0.13265306122448978,0.5,149.99
0.13265306122448978,0.5918367346938775,48.79
0.13265306122448978,0.6836734693877551,149.99
0.13265306122448978,0.7755102040816326,149.99
0.13265306122448978,0.8673469387755102,39.82
0.13265306122448978,0.9591836734693877,149.99
0.13265306122448978,1.0510204081632653,48.13
0.13265306122448978,1.1428571428571428,149.99
